,culture,id,age.group,gender,test.date,counterbalancing.order,trial.nr,condition,story,better.job,better.job.reli,better.job.correct,better.job.correct.reli,better.job.why,better.job.why.cat,better.job.why.cat.reli,help.seeking,help.seeking.reli,help.seeking.correct,help.seeking.correct.reli,help.seeking.why,help.seeking.why.cat,help.seeking.why.cat.reli,comments,age,age.group.sum,sub.id
257,china,43,6,female,9/26/20,process.only,5,process.only,hamster,1,NA,correct,NA,因为她发现了脚印。,process,process,0,NA,wrong,NA,因为她有转盘，我继续问”为什么她有转盘就要请她帮忙呢？“ 回答说”因为她可以不用浪费时间。“,other,other,NA,6.395619439,6.7,43.china
258,china,43,6,female,9/26/20,process.only,6,outcome.vs.process,bird,1,NA,correct,NA,因为他找东西的时候发现那根羽毛，他发现那根羽毛，我就认为他很专心的在找。,process,process,1,NA,correct,NA,因为他找东西很认真，能发现留下的东西或者痕迹。,other,other,NA,6.395619439,6.7,43.china
259,china,44,6,female,10/11/20,process.only,1,process.only,cat,1,1,correct,correct,因为点兵点将不一定会正确，那是瞎蒙的，靠运气,process,process,1,1,correct,correct,因为他有一种判断力,process,process,NA,6.595482546,6.7,44.china
260,china,44,6,female,10/11/20,process.only,2,outcome.only,duck,0,0,correct,correct,因为鸭子在黄栅栏这边，所以红衣服的棒,outcome,outcome,0,0,correct,correct,因为她转的转盘有好运,outcome,outcome,"for the better job question, the kid first replied ""neither of them did good, they go directly  go to the fence to check whether the duck is behind the blue one, and then go to the yellow fence.""",6.595482546,6.7,44.china
261,china,44,6,female,10/11/20,process.only,3,outcome.vs.process,dog,0,0,wrong,wrong,因为这个橙色衣服的说是这边，她要先走到黄色花丛后才能，才能那什么，但是，小狗不在那；但是呢，绿衣服的点兵点将说在粉色花丛这边，然后她就说对了,outcome,outcome,0,0,wrong,wrong,因为在找小狗这件事上，她指的是粉色花丛,outcome,outcome,NA,6.595482546,6.7,44.china
262,china,44,6,female,10/11/20,process.only,4,outcome.only,bunny,0,0,correct,correct,因为他点对了地方,outcome,outcome,0,0,correct,correct,要是子轩总点对的话，我就要子轩，他的运气总是好的,outcome,outcome,NA,6.595482546,6.7,44.china
263,china,44,6,female,10/11/20,process.only,5,process.only,hamster,0,0,wrong,wrong,因为仓鼠的脚印应该是往白色这头，但是仓鼠又走了，肯定走到了棕色这块，然后粉衣服的就说是棕色的。,outcome,outcome,0,0,wrong,wrong,因为她的运气总是好,outcome,outcome,NA,6.595482546,6.7,44.china
264,china,44,6,female,10/11/20,process.only,6,outcome.vs.process,bird,0,0,wrong,wrong,因为他指对对方了,outcome,outcome,0,0,wrong,wrong,因为他总指对地方,outcome,outcome,NA,6.595482546,6.7,44.china
265,china,45,6,female,10/4/20,outcome.only,1,outcome.only,bunny,0,0,correct,correct,因为她指的是红石头，红石头后面有兔子,outcome,outcome,1,1,wrong,wrong,不知道,i don't know,i don't know,"for the better job question, it took the female one minute and a half to pick the ""corret"" target. And it took her another 2 minutes to justfy her choice.  For the help-seeking question, the female quickly choose the ""wrong"" target, but can only told me ""i don't know"" for justification two minutes later.",6.50513347,6.7,45.china
266,china,45,6,female,10/4/20,outcome.only,2,process.only,hamster,1,1,correct,correct,因为有脚印,process,process,1,1,correct,correct,因为她知道仓鼠在白木头后,outcome,outcome,NA,6.50513347,6.7,45.china
267,china,45,6,female,10/4/20,outcome.only,3,outcome.vs.process,bird,0,0,wrong,wrong,不知道,i don't know,i don't know,0,0,wrong,wrong,不知道,i don't know,i don't know,NA,6.50513347,6.7,45.china
268,china,45,6,female,10/4/20,outcome.only,4,process.only,cat,1,1,correct,correct,因为他找到了铃铛,process,process,0,0,wrong,wrong,不知道,i don't know,i don't know,NA,6.50513347,6.7,45.china
269,china,45,6,female,10/4/20,outcome.only,5,outcome.only,duck,0,0,correct,correct,因为她知道鸭子藏在黄栅栏后,outcome,outcome,1,1,wrong,wrong,不知道,i don't know,i don't know,NA,6.50513347,6.7,45.china
270,china,45,6,female,10/4/20,outcome.only,6,outcome.vs.process,dog,0,0,wrong,wrong,因为小狗藏在粉花丛后面，她点兵点将点到了粉花丛这。,outcome,outcome,0,0,wrong,wrong,因为她知道小狗藏在粉花丛后面，她找到了小狗,outcome,outcome,NA,6.50513347,6.7,45.china
271,china,46,6,female,10/5/20,outcome.only,1,outcome.only,bunny,0,NA,correct,NA,因为兔子藏在红石头的后面,outcome,outcome,0,NA,correct,NA,因为她找兔子的时候，是找到红石头后面的,outcome,outcome,NA,6.266940452,6.7,46.china
272,china,46,6,female,10/5/20,outcome.only,2,process.only,hamster,1,NA,correct,NA,因为脚印是在白木头后面的,process,process,1,NA,correct,NA,因为甜甜找的很仔细,process,process,NA,6.266940452,6.7,46.china
273,china,46,6,female,10/5/20,outcome.only,3,outcome.vs.process,bird,0,NA,wrong,NA,因为他拿转盘转到的颜色，就是鸟躲在那个墙的后面,outcome,outcome,0,NA,wrong,NA,因为他很仔细，他自己找不到鸟，能拿转盘来表示他想找的墙,other,other,NA,6.266940452,6.7,46.china
274,china,46,6,female,10/5/20,outcome.only,4,process.only,cat,1,NA,correct,NA,因为铃铛掉下来，猫就会躲在什么地方,process,process,1,NA,correct,NA,因为他找东西很仔细，因为如果上面有东西会掉下来，就说明东西离它很近。,process,process,NA,6.266940452,6.7,46.china
275,china,46,6,female,10/5/20,outcome.only,5,outcome.only,duck,0,NA,correct,NA,因为红衣服的在很仔细的在转转盘，紫衣服的没有转对,outcome,outcome,0,NA,correct,NA,因为如果东西有颜色，转盘显示的上面的颜色，就转转盘就能找到。,outcome,outcome,NA,6.266940452,6.7,46.china
276,china,46,6,female,10/5/20,outcome.only,6,outcome.vs.process,dog,0,NA,wrong,NA,因为她闭上眼睛点兵点将指到粉花丛，狗就在粉花丛的后面,outcome,outcome,0,NA,wrong,NA,因为她找东西很仔细，她通过点兵点将直到就是狗在哪个花丛后面,outcome,outcome,NA,6.266940452,6.7,46.china
277,china,47,6,female,10/2/20,outcome.only,1,outcome.only,bunny,0,NA,correct,NA,不知道,i don't know,i don't know,1,NA,wrong,NA,我不知道,i don't know,i don't know,NA,6.280629706,6.7,47.china
278,china,47,6,female,10/2/20,outcome.only,2,process.only,hamster,1,NA,correct,NA,因为她看脚印,process,process,0,NA,wrong,NA,因为我没有脚印,other,other,NA,6.280629706,6.7,47.china
279,china,47,6,female,10/2/20,outcome.only,3,outcome.vs.process,bird,0,NA,wrong,NA,因为虽然羽毛在红墙那边，鸟已经飞到了蓝墙这边,outcome,outcome,0,NA,wrong,NA,因为他有转盘，转盘转到哪个颜色就是哪个颜色。,outcome,outcome,NA,6.280629706,6.7,47.china
280,china,47,6,female,10/2/20,outcome.only,4,process.only,cat,1,NA,correct,NA,她通过猫身上的铃铛觉得猫在红椅子后面。,process,process,1,NA,correct,NA,因为我身上总会掉下来点东西呀。,process,process,NA,6.280629706,6.7,47.china
281,china,47,6,female,10/2/20,outcome.only,5,outcome.only,duck,0,NA,correct,NA,因为她说得对,outcome,outcome,0,NA,correct,NA,因为她能帮我找到玩具。,outcome,outcome,"for the help seeking question, the female firstly replied me that ""i don't know."" I then encouraged her to choose one and she chose the corrrect one.",6.280629706,6.7,47.china
282,china,47,6,female,10/2/20,outcome.only,6,outcome.vs.process,dog,0,NA,wrong,NA,因为她找对了。,outcome,outcome,1,NA,correct,NA,因为我的玩具有痕迹呀。,process,process,NA,6.280629706,6.7,47.china
283,china,48,6,female,10/6/20,outcome.only,1,outcome.only,bunny,0,0,correct,correct,因为兔子藏在红石头后面,outcome,outcome,0,0,correct,correct,因为他找到了兔子,outcome,outcome,"for the better job question, it took the female quiet long (1 minute) to pick the male in red shirt， and then took quite long (1 minute) t o justify it.  For the help seeking question, she also spent 30 seconds to pick the correct target and justify the answer, respectively.",6.080766598,6.7,48.china
284,china,48,6,female,10/6/20,outcome.only,2,process.only,hamster,1,1,correct,correct,因为她看见了脚印在这边的白木头后面，转盘不一定指向那里。,process,process,1,1,correct,correct,因为转盘不一定指向仓鼠在的地方，她就会找仓鼠的脚印，知道仓鼠在哪里。我的玩具也会留下一些东西，所以，她就能帮我找到。,process,process,NA,6.080766598,6.7,48.china
285,china,48,6,female,10/6/20,outcome.only,3,outcome.vs.process,bird,0,0,wrong,wrong,因为它的羽毛落在红墙的旁边，有可能小鸟也不是红墙的旁边，然后他就用转盘指向了蓝色的地方，所以他就找到小鸟了。,outcome,outcome,0,0,wrong,wrong,因为他找着了小鸟,outcome,outcome,NA,6.080766598,6.7,48.china
286,china,48,6,female,10/6/20,outcome.only,4,process.only,cat,1,1,correct,correct,因为小猫掉落的铃铛在红椅子旁边，小猫就藏在红椅子里面，因为它掉了铃铛，它没注意，它就跑到了红椅子下面，它要是要去蓝椅子，它就会从这边往这边跑，要是它要去红椅子，就要从这边往这边跑，所以，它在去红椅子的路上，就把铃铛给掉了。,process,process,1,1,correct,correct,因为点兵点将是不可能点到玩具所在的位置。,process,process,NA,6.080766598,6.7,48.china
287,china,48,6,female,10/6/20,outcome.only,5,outcome.only,duck,0,0,correct,correct,因为她找到了小鸭,outcome,outcome,0,0,correct,correct,因为她找到着了小鸭，而且她特别会找东西，所以，我就让她给我找东西。,outcome,outcome,NA,6.080766598,6.7,48.china
288,china,48,6,female,10/6/20,outcome.only,6,outcome.vs.process,dog,1,1,correct,correct,因为她看脚印，很少出错；点兵点将，很多时候都是错的。,process,process,1,1,correct,correct,因为她用的这个方法很不容易出错，所以，我觉得她应该会帮我找到我的玩具。,process,process,NA,6.080766598,6.7,48.china
289,china,49,7,male,8/16/20,process.only,1,process.only,cat,1,NA,correct,NA,因为点兵点将不能确定,process,process,1,NA,correct,NA,因为小九找的更仔细，他发现铃铛在红椅子后面，这就相当于我i的玩具掉了一个零件，零件在红椅子旁边,process,process,NA,7.86036961,6.7,49.china
290,china,49,7,male,8/16/20,process.only,2,outcome.only,duck,0,NA,correct,NA,因为我们能看到小鸭在黄色的栅栏后,outcome,outcome,0,NA,correct,NA,因为玉玉的运气好,outcome,outcome,"for the help seeking question, he chose the ""correct"" target with reluctance, and after choosing, he said that ""XX actually will be wrong sometimes.""",7.86036961,6.7,49.china
291,china,49,7,male,8/16/20,process.only,3,outcome.vs.process,dog,0,NA,wrong,NA,因为美亭用点兵点将就猜中了,outcome,outcome,0,NA,wrong,NA,因为美亭的点兵点将更准确吧，因为我的玩具丢了，不会留下任何踪迹，所以我就选美亭,outcome,outcome,NA,7.86036961,6.7,49.china
292,china,49,7,male,8/16/20,process.only,4,outcome.only,bunny,0,NA,correct,NA,因为红衣服的子轩用点兵点将猜对了,outcome,outcome,0,NA,correct,NA,因为子轩的运气很好 ,outcome,outcome,NA,7.86036961,6.7,49.china
293,china,49,7,male,8/16/20,process.only,5,process.only,hamster,1,NA,correct,NA,因为妞妞看到了脚印，这个转盘不能确定仓鼠藏在哪里,process,process,1,NA,correct,NA,因为妞妞观察的更仔细，不像雨涵，找不到线索就用转盘的方法,process,process,NA,7.86036961,6.7,49.china
294,china,49,7,male,8/16/20,process.only,6,outcome.vs.process,bird,0,NA,wrong,NA,因为绿衣服的天宝他的运气好,outcome,outcome,1,NA,correct,NA,因为玩具不会跑也不会飞，因为如果用转盘，可能会错，玩具不会动，如果掉下一个零件，如果找到零件，就能找到玩具。,process,process,NA,7.86036961,6.7,49.china
295,china,50,7,male,8/18/20,process.only,1,process.only,cat,1,NA,correct,NA,因为乐乐的办法不太好，他再点兵点将，也不会到红椅子这来,process,process,1,NA,correct,NA,因为如果我玩具带一个东西的话，他会找到这个东西,process,process,NA,7.800136893,6.7,50.china
296,china,50,7,male,8/18/20,process.only,2,outcome.only,duck,0,NA,correct,NA,因为她把转盘转到了对的地方,outcome,outcome,0,NA,correct,NA,因为她的转盘能转到正确的栅栏那里,outcome,outcome,NA,7.800136893,6.7,50.china
297,china,50,7,male,8/18/20,process.only,3,outcome.vs.process,dog,1,NA,correct,NA,因为她的这种方法，万一狗没有跳呢，她就很容易找到狗了,process,process,1,NA,correct,NA,因为我的玩具能动了话，就能留下脚印，跟着脚印就能找到那里,process,process,NA,7.800136893,6.7,50.china
298,china,50,7,male,8/18/20,process.only,4,outcome.only,bunny,0,NA,correct,NA,因为他点到对的地方了,outcome,outcome,0,NA,correct,NA,因为他刚才点对了,outcome,outcome,"for the better job question, the kid firstly answered that ""the two did the same""",7.800136893,6.7,50.china
299,china,50,7,male,8/18/20,process.only,5,process.only,hamster,1,NA,correct,NA,因为她找到了线索，她根据线索就能找到仓鼠,process,process,1,NA,correct,NA,因为我的玩具是个机器人，机器人会留下脚印，黄衣服的会根据线索,process,process,NA,7.800136893,6.7,50.china
300,china,50,7,male,8/18/20,process.only,6,outcome.vs.process,bird,1,NA,correct,NA,因为他找到线索了，万一鸟没有飞呢,process,process,1,NA,correct,NA,因为我的机器人会留下脚印,process,process,NA,7.800136893,6.7,50.china
301,china,51,7,male,10/4/20,process.only,1,process.only,cat,1,1,correct,correct,因为他看到了猫的铃铛，乐乐是点兵点将瞎猜的,process,process,1,1,correct,correct,因为他善于发现细节,process,process,NA,7.893223819,6.7,51.china
302,china,51,7,male,10/4/20,process.only,2,outcome.only,duck,0,0,correct,correct,我觉得玉玉能用工具来分辨。 我继续问”紫衣服的不是也用转盘了吗“。 小男孩又沉默，大概3分钟后，说，玉玉能闭着眼睛转转盘。,other,other,0,0,correct,correct,因为她能闭着眼睛转转盘。我继续问”美亭不是也闭着眼睛转转盘吗？“ 小男孩沉思了一会，说因为我喜欢玉玉。,other,other,"for the better job question, the male first replied that ""they both are doing well"". When I forced him to pick one, he pick the ""correct"" one. When to justify his answer, he took 3 mintues to justify it in a funny way: since she can usae the spinning wheel by closing her eyes.",7.893223819,6.7,51.china
