subj.id	condition	trial.per.condition	culture	age.group	gender	trial	z.trial	z.trial.per.condition	condition.process.only	condition.outcome.process	condition.process.only.c	condition.outcome.process.c	culture.US	culture.US.c	age.group.6.7	age.group.adults	age.group.6.7.c	age.group.adults.c	gender.male	gender.male.c	coding
42	subj.42	.outcome.only	1	.China	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
234	subj.42	.process.only	1	.China	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
426	subj.42	.outcome.process	1	.China	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
618	subj.42	.outcome.only	2	.China	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
810	subj.42	.process.only	2	.China	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
1002	subj.42	.outcome.process	2	.China	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
44	subj.44	.outcome.only	1	.China	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
236	subj.44	.process.only	1	.China	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
428	subj.44	.outcome.process	1	.China	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
620	subj.44	.outcome.only	2	.China	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
812	subj.44	.process.only	2	.China	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
1004	subj.44	.outcome.process	2	.China	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
46	subj.46	.outcome.only	1	.China	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
238	subj.46	.process.only	1	.China	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
430	subj.46	.outcome.process	1	.China	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
622	subj.46	.outcome.only	2	.China	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
814	subj.46	.process.only	2	.China	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
1006	subj.46	.outcome.process	2	.China	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
48	subj.48	.outcome.only	1	.China	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
240	subj.48	.process.only	1	.China	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
432	subj.48	.outcome.process	1	.China	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
624	subj.48	.outcome.only	2	.China	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
816	subj.48	.process.only	2	.China	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
1008	subj.48	.outcome.process	2	.China	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
5	subj.5	.outcome.only	1	.China	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
197	subj.5	.process.only	1	.China	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
389	subj.5	.outcome.process	1	.China	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
581	subj.5	.outcome.only	2	.China	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
773	subj.5	.process.only	2	.China	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
965	subj.5	.outcome.process	2	.China	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
51	subj.51	.outcome.only	1	.China	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
243	subj.51	.process.only	1	.China	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
435	subj.51	.outcome.process	1	.China	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
627	subj.51	.outcome.only	2	.China	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
819	subj.51	.process.only	2	.China	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
1011	subj.51	.outcome.process	2	.China	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
53	subj.53	.outcome.only	1	.China	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
245	subj.53	.process.only	1	.China	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
437	subj.53	.outcome.process	1	.China	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
629	subj.53	.outcome.only	2	.China	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
821	subj.53	.process.only	2	.China	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
1013	subj.53	.outcome.process	2	.China	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
55	subj.55	.outcome.only	1	.China	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
247	subj.55	.process.only	1	.China	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
439	subj.55	.outcome.process	1	.China	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
631	subj.55	.outcome.only	2	.China	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
823	subj.55	.process.only	2	.China	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
1015	subj.55	.outcome.process	2	.China	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
57	subj.57	.outcome.only	1	.China	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
249	subj.57	.process.only	1	.China	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
441	subj.57	.outcome.process	1	.China	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
633	subj.57	.outcome.only	2	.China	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
825	subj.57	.process.only	2	.China	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
1017	subj.57	.outcome.process	2	.China	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
59	subj.59	.outcome.only	1	.China	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
251	subj.59	.process.only	1	.China	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
443	subj.59	.outcome.process	1	.China	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
635	subj.59	.outcome.only	2	.China	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
827	subj.59	.process.only	2	.China	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
1019	subj.59	.outcome.process	2	.China	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
60	subj.60	.outcome.only	1	.China	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
252	subj.60	.process.only	1	.China	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
444	subj.60	.outcome.process	1	.China	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
636	subj.60	.outcome.only	2	.China	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
828	subj.60	.process.only	2	.China	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
1020	subj.60	.outcome.process	2	.China	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
62	subj.62	.outcome.only	1	.China	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
254	subj.62	.process.only	1	.China	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
446	subj.62	.outcome.process	1	.China	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
638	subj.62	.outcome.only	2	.China	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
830	subj.62	.process.only	2	.China	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
1022	subj.62	.outcome.process	2	.China	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
64	subj.64	.outcome.only	1	.China	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
256	subj.64	.process.only	1	.China	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
448	subj.64	.outcome.process	1	.China	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
640	subj.64	.outcome.only	2	.China	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
832	subj.64	.process.only	2	.China	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
1024	subj.64	.outcome.process	2	.China	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
66	subj.66	.outcome.only	1	.China	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
258	subj.66	.process.only	1	.China	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
450	subj.66	.outcome.process	1	.China	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
642	subj.66	.outcome.only	2	.China	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
834	subj.66	.process.only	2	.China	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
1026	subj.66	.outcome.process	2	.China	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
68	subj.68	.outcome.only	1	.China	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
260	subj.68	.process.only	1	.China	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
452	subj.68	.outcome.process	1	.China	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
644	subj.68	.outcome.only	2	.China	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
836	subj.68	.process.only	2	.China	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
1028	subj.68	.outcome.process	2	.China	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
7	subj.7	.outcome.only	1	.China	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
199	subj.7	.process.only	1	.China	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
391	subj.7	.outcome.process	1	.China	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
583	subj.7	.outcome.only	2	.China	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
775	subj.7	.process.only	2	.China	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
967	subj.7	.outcome.process	2	.China	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
71	subj.71	.outcome.only	1	.China	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
263	subj.71	.process.only	1	.China	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
455	subj.71	.outcome.process	1	.China	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
647	subj.71	.outcome.only	2	.China	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
839	subj.71	.process.only	2	.China	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
1031	subj.71	.outcome.process	2	.China	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
73	subj.73	.outcome.only	1	.China	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
265	subj.73	.process.only	1	.China	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
457	subj.73	.outcome.process	1	.China	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
649	subj.73	.outcome.only	2	.China	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
841	subj.73	.process.only	2	.China	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
1033	subj.73	.outcome.process	2	.China	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
75	subj.75	.outcome.only	1	.China	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
